ID,Lon,Lat,Observations,RF,RF (zeros),RK RF,LMM,Rech_obs/P,Rech_RF/P,Rech_RF_RK/P,Rech_LMM/P
104,25.4,-21.31,3.2,5.867367267608643,4.728796482086182,5.38151216506958,5.726955413818359,0.009363569706753776,0.017168594501680925,0.015746926339178888,0.016757733195237226
105,26.27,-24.09,6.6,7.968563079833984,8.050273895263672,7.436967849731445,8.902666091918945,0.0166537695657036,0.02010706262141342,0.018765689217723286,0.022464083275033506
106,25.42,-33.71,45.0,39.95841979980469,37.83058547973633,36.81229019165039,22.868289947509766,0.09739346058898235,0.08648197297711754,0.07967280742157075,0.04949381990533808
107,24.89,-26.65,9.6,15.893879890441895,15.158527374267578,14.225533485412598,14.727413177490234,0.021114678676863993,0.034957725709932386,0.03128828839077668,0.03239214551917905
108,18.12,-32.95,26.0,11.097275733947754,11.59049129486084,12.33021068572998,19.831768035888672,0.1015069865071142,0.043325039161213864,0.04813855883485648,0.07742550040119885
109,29.32,-23.37,5.0,8.443558692932129,8.097051620483398,7.423483848571777,15.821807861328125,0.012369501538590741,0.02088852244868104,0.01836495897732242,0.03914157533679706
110,-1.53,12.41,221.0,67.24032592773438,68.98640441894531,83.23728942871094,82.7140121459961,0.28564903857703405,0.08691011065549203,0.10758665927180815,0.10691030790204933
111,-4.76,10.56,266.0,112.7864990234375,128.27740478515625,138.35951232910156,127.15811920166016,0.25605318318719156,0.10856895524620394,0.13318569006050351,0.12240316236722343
113,6.48,18.52,1.0,1.3995532989501953,0.5468661785125732,1.3216861486434937,2.1099352836608887,0.013303179196729714,0.01861850833130868,0.01758262767723994,0.028068847172043544
114,14.0,31.0,0.2,1.1922210454940796,0.7546001076698303,0.8387361764907837,1.459501028060913,0.002073183327165755,0.012358463969072255,0.008694269284957234,0.01512906598678582
115,33.5,16.75,1.0,1.0839347839355469,0.6851924061775208,0.9630345702171326,2.060697317123413,0.013654983822749156,0.014801111939554993,0.01315022147706313,0.02813878852890279
116,7.6,17.2,7.5,3.845304250717163,3.1976535320281982,4.628122806549072,5.253996849060059,0.05994405140185399,0.03073374875476764,0.03699045752131605,0.04199278095803134
117,-16.31,15.99,10.0,11.191567420959473,12.7110595703125,10.94374942779541,10.525376319885254,0.030474796731504352,0.03410607422606663,0.03335085392925822,0.03207587038710925
118,39.2,13.68,167.0,52.559295654296875,64.02794647216797,71.6333999633789,65.06475830078125,0.30499125890659734,0.09598877693920992,0.13082371757239963,0.11882744038687876
119,30.11,-2.52,235.0,143.65269470214844,143.05520629882812,158.44451904296875,94.17044830322266,0.2258189503182799,0.13804042862992122,0.15225436159135283,0.09049136930568333
120,19.0,-24.0,3.0,6.218846797943115,5.70457124710083,6.4539875984191895,7.205168724060059,0.014621545460775997,0.030309717056575498,0.031455757691190224,0.03511690068380184
121,17.4,-20.31,20.0,14.82908821105957,16.354459762573242,18.86542510986328,20.266620635986328,0.046959379585988954,0.034818239110863014,0.044295432939255856,0.047585396568525944
122,17.8,-21.5,28.0,10.959527015686035,12.32364273071289,13.640857696533203,16.606029510498047,0.07864063927282139,0.030780864665760937,0.03831163462446275,0.046639599160317985
123,18.0,-20.0,55.0,13.916542053222656,15.6232271194458,17.631460189819336,19.87987518310547,0.14590407267085,0.036917821146551615,0.04677276088779271,0.05273735915278632
124,16.55,-17.0,15.0,21.723968505859375,21.77878189086914,24.013290405273438,28.123783111572266,0.0272884384194782,0.039520878453255165,0.043685679764890066,0.05116360823752672
125,17.16,-17.47,33.0,23.16392707824707,25.162425994873047,26.266271591186523,26.66983413696289,0.059509496559246096,0.04177192844732035,0.04736644239030115,0.048094194024522946
126,9.96,35.55,9.0,19.611440658569336,17.611652374267578,15.969419479370117,10.618521690368652,0.018392244942274094,0.040077602251475594,0.032634830516722044,0.021699827983790065
127,2.26,6.39,491.0,174.62176513671875,178.95034790039062,179.56631469726562,125.44784545898438,0.3651697861981988,0.12987086077500545,0.1335482540659857,0.0932989061207373
128,2.35,6.45,148.0,174.62176513671875,178.95034790039062,179.56631469726562,136.58705139160156,0.11007154451595402,0.12987086077500545,0.1335482540659857,0.10158343045644305
129,1.38,10.28,51.0,84.80384826660156,75.82238006591797,76.12464141845703,87.30390167236328,0.045887517919202835,0.07630270797943212,0.06849354602318308,0.07855214416484103
130,27.7,-26.0,100.0,72.60923767089844,76.10452270507812,80.50068664550781,39.5521354675293,0.152606516253103,0.11080642808749382,0.1228492934495364,0.06035913604070442
131,30.55,-17.71,80.0,83.85745239257812,85.25924682617188,87.3985595703125,59.158382415771484,0.09795278522162351,0.10267588779303405,0.1070116541783761,0.07243410408538417
132,-17.0,14.72,8.0,18.950645446777344,19.28519630432129,17.90160369873047,20.644716262817383,0.01568196937411295,0.037147930189504415,0.03509155011887479,0.040468726021344215
133,38.64,9.4,160.0,153.4341583251953,154.33705139160156,164.96363830566406,141.21923828125,0.1316792926637688,0.1262756339920152,0.13576434504582274,0.11622280879619512
134,33.74,-5.96,41.0,57.444759368896484,52.80915069580078,59.70139694213867,42.37059020996094,0.07383218978928432,0.10344566771034473,0.10750938706627759,0.07630032824062996
