ID,Lon,Lat,Observations,RF,RF (zeros),RK RF,LMM
81,18.5,-24.2,24,7.04514932632446,7.20752382278442,7.48339080810547,7.70141458511353
82,-17.29,14.77,22,14.8067359924316,15.7827205657959,15.8123970031738,-3.4028230607371E+038
83,16.79,-17.47,43,21.9464149475098,21.7787818908691,25.5569667816162,26.1300888061523
84,-7.8,31.43,50.6,22.4997940063477,24.0131721496582,26.5989112854004,23.2956485748291
85,18.6,-33.52,60,55.6199111938477,56.9200592041016,66.7406845092773,42.9989051818848
86,18.91,-34.13,184,97.0156555175781,104.937355041504,119.089286804199,68.3276596069336
87,-3.01,16.75,3.6,4.98335313796997,6.86667585372925,6.10551357269287,5.57890939712524
88,30.3,-23.15,19.4,41.3930702209473,37.7465476989746,32.7752304077148,28.7806777954102
89,11.03,37.04,12,-9999,-9999,-3.39999995214436E+038,-3.4028230607371E+038
90,-14.81,17.54,7.5,4.19555425643921,4.78290510177612,4.86615896224976,5.72855520248413
91,6.77,31.5,0.36,1.02851223945618,0.460191041231155,0.821983456611633,0.76527065038681
92,8.5,33.5,1.05,1.40477859973907,1.13545978069305,1.32188975811005,2.31428217887878
93,-7.47,11.42,149,103.341461181641,105.111083984375,108.412254333496,112.236068725586
94,39.17,-6.92,52,47.4576644897461,45.3184356689453,43.5144195556641,64.3906860351563
95,26.72,-22.4,12,6.91749048233032,7.1851806640625,7.15529108047485,8.21650695800781
96,30.1,-23.59,50,54.3691711425781,49.4893035888672,49.637393951416,34.4990234375
97,2.7,13.6,25,25.8659553527832,27.9723587036133,24.3112010955811,24.3737144470215
98,2.66,13.48,24,24.4822254180908,22.2357368469238,22.9241580963135,24.3737144470215
99,13,11.5,43,32.8454627990723,34.904598236084,34.2264823913574,43.8715591430664
100,-0.95,10.94,60,82.4845275878906,78.5517044067383,80.3701095581055,80.4559707641602
101,25.16,-24.12,4,7.1485390663147,7.02755165100098,6.25952243804932,6.43740034103394
102,25.18,-24.03,8.6,7.1485390663147,7.02755165100098,6.25952243804932,6.43740034103394
103,23.96,-23.17,0.5,3.61038541793823,2.51510906219482,2.16125249862671,3.75518393516541
104,25.4,-21.31,3.2,5.98861646652222,4.72879648208618,5.15322971343994,5.72695541381836
105,26.27,-24.09,6.6,7.82919836044312,8.05027389526367,7.31597757339478,8.90266609191895
106,25.42,-33.71,45,38.6251792907715,37.8305854797363,38.7018165588379,22.8682899475098
107,24.89,-26.65,9.6,16.0903377532959,15.1585273742676,14.2551460266113,14.7274131774902
108,18.12,-32.95,26,11.530611038208,11.5904912948608,12.2335500717163,19.8317680358887
109,29.32,-23.37,5,8.28904819488525,8.0970516204834,7.41104698181152,15.8218078613281
110,-1.53,12.41,221,66.6673355102539,68.9864044189453,84.6754379272461,82.7140121459961
111,-4.76,10.56,266,113.959243774414,128.277404785156,136.611968994141,127.15811920166
113,6.48,18.52,1,1.408931016922,0.546866178512573,1.26944768428803,2.10993528366089
114,14,31,0.2,1.19995486736298,0.75460010766983,0.831420004367828,1.45950102806091
115,33.5,16.75,1,1.08923232555389,0.685192406177521,0.97772753238678,2.06069731712341
116,7.6,17.2,7.5,3.93243598937988,3.1976535320282,4.87138223648071,5.25399684906006
117,-16.31,15.99,10,11.2119445800781,12.7110595703125,10.652491569519,10.5253763198853
118,39.2,13.68,167,51.2175064086914,64.027946472168,78.3340072631836,65.0647583007813
119,30.11,-2.52,235,142.123916625977,143.055206298828,162.697967529297,94.1704483032227
120,19,-24,3,6.45156145095825,5.70457124710083,5.80813646316528,7.20516872406006
121,17.4,-20.31,20,14.9071111679077,16.3544597625732,17.755558013916,20.2666206359863
122,17.8,-21.5,28,11.1019153594971,12.3236427307129,13.3968391418457,16.606029510498
123,18,-20,55,14.1034126281738,15.6232271194458,17.4352836608887,19.8798751831055
124,16.55,-17,15,21.9464149475098,21.7787818908691,25.5569667816162,28.1237831115723
125,17.16,-17.47,33,23.635383605957,25.162425994873,27.0883331298828,26.6698341369629
126,9.96,35.55,9,19.2203540802002,17.6116523742676,15.9760389328003,10.6185216903687
127,2.26,6.39,491,177.442413330078,178.950347900391,189.363494873047,125.447845458984
128,2.35,6.45,148,177.442413330078,178.950347900391,189.363494873047,136.587051391602
129,1.38,10.28,51,83.1863555908203,75.822380065918,76.0333709716797,87.3039016723633
130,27.7,-26,100,72.9830932617188,76.1045227050781,78.3634414672852,39.5521354675293
131,30.55,-17.71,80,83.7506332397461,85.2592468261719,86.6026611328125,59.1583824157715
132,-17,14.72,8,19.2205410003662,19.2851963043213,16.515905380249,20.6447162628174
133,38.64,9.4,160,152.133544921875,154.337051391602,164.809310913086,141.21923828125
134,33.74,-5.96,41,57.1694068908691,52.8091506958008,58.4239387512207,42.3705902099609
